         10x4.6SF                 (10x46SF.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 05/11/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1077      0.0448       0.000       0.023       0.034       0.269       0.003       0.153      57.921        0.04      10432.  
         0.2        0.03      0.0603      0.1060      0.0453       0.000       0.023       0.034       0.272       0.003       0.150      56.306        0.04      10433.  
         0.5        0.05      0.1172      0.1042      0.0459       0.000       0.023       0.033       0.275       0.003       0.148      54.716        0.04      10434.  
         0.7        0.08      0.1708      0.1021      0.0463       0.000       0.023       0.033       0.278       0.003       0.145      53.147        0.04      10438.  
         1.0        0.10      0.2211      0.0999      0.0466       0.000       0.024       0.032       0.280       0.003       0.142      51.600        0.04      10442.  
         1.2        0.13      0.2682      0.0975      0.0469       0.000       0.024       0.031       0.281       0.003       0.138      50.080        0.04      10448.  
         1.5        0.15      0.3122      0.0948      0.0470       0.000       0.024       0.030       0.282       0.003       0.134      48.579        0.04      10454.  
         1.7        0.18      0.3531      0.0917      0.0469       0.000       0.024       0.029       0.281       0.003       0.130      47.093        0.04      10463.  
         2.0        0.21      0.3912      0.0885      0.0467       0.000       0.024       0.028       0.280       0.003       0.125      45.644        0.04      10472.  
         2.2        0.23      0.4265      0.0852      0.0464       0.000       0.024       0.027       0.278       0.003       0.121      44.239        0.04      10482.  
