         5x4R-RH                  (5x4R-RH.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0902      0.0565       0.000       0.001       0.002       0.011       0.000       0.008      76.905        0.02       3952.  
         0.1        0.02      0.0370      0.0901      0.0566       0.000       0.001       0.002       0.011       0.000       0.008      76.704        0.02       3952.  
         0.2        0.05      0.0738      0.0900      0.0567       0.000       0.001       0.002       0.011       0.000       0.008      76.501        0.02       3952.  
         0.3        0.07      0.1104      0.0899      0.0567       0.000       0.001       0.002       0.011       0.000       0.008      76.295        0.02       3953.  
         0.4        0.09      0.1468      0.0898      0.0568       0.000       0.001       0.002       0.011       0.000       0.008      76.089        0.02       3955.  
         0.6        0.12      0.1830      0.0896      0.0569       0.000       0.001       0.002       0.011       0.000       0.008      75.875        0.02       3957.  
         0.7        0.14      0.2190      0.0894      0.0570       0.000       0.001       0.002       0.011       0.000       0.008      75.659        0.02       3959.  
         0.8        0.16      0.2547      0.0892      0.0570       0.000       0.001       0.002       0.011       0.000       0.008      75.434        0.02       3961.  
         0.9        0.19      0.2902      0.0889      0.0570       0.000       0.001       0.002       0.011       0.000       0.008      75.198        0.02       3964.  
         1.0        0.21      0.3253      0.0884      0.0569       0.000       0.001       0.002       0.011       0.000       0.008      74.934        0.02       3967.  
         1.1        0.23      0.3600      0.0878      0.0567       0.000       0.001       0.002       0.011       0.000       0.008      74.633        0.02       3971.  
         1.2        0.26      0.3941      0.0867      0.0563       0.000       0.001       0.002       0.011       0.000       0.008      74.273        0.02       3975.  
         1.3        0.28      0.4273      0.0852      0.0556       0.000       0.001       0.002       0.010       0.000       0.008      73.810        0.02       3979.  
         1.4        0.30      0.4589      0.0828      0.0545       0.000       0.001       0.002       0.010       0.000       0.007      73.181        0.02       3984.  
         1.5        0.33      0.4883      0.0794      0.0529       0.000       0.001       0.002       0.010       0.000       0.007      72.303        0.02       3989.  
         1.7        0.35      0.5148      0.0750      0.0507       0.000       0.001       0.001       0.010       0.000       0.007      71.145        0.02       3995.  
         1.8        0.37      0.5397      0.0704      0.0485       0.000       0.001       0.001       0.009       0.000       0.006      69.925        0.02       4001.  
         1.9        0.40      0.5618      0.0657      0.0462       0.000       0.001       0.001       0.009       0.000       0.006      68.499        0.02       4007.  
