         7x4.1SF                  (7x41SF.dat)                                                                                                                            
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1328      0.0634       0.000       0.005       0.010       0.064       0.001       0.045      72.039        0.03       6041.  
         0.2        0.03      0.0616      0.1316      0.0643       0.000       0.005       0.010       0.065       0.001       0.045      70.500        0.03       6041.  
         0.4        0.06      0.1205      0.1302      0.0650       0.000       0.006       0.010       0.066       0.001       0.044      68.915        0.03       6043.  
         0.6        0.09      0.1765      0.1286      0.0658       0.000       0.006       0.010       0.066       0.001       0.044      67.310        0.03       6045.  
         0.8        0.12      0.2297      0.1267      0.0664       0.000       0.006       0.010       0.067       0.001       0.043      65.678        0.03       6049.  
         1.0        0.15      0.2798      0.1244      0.0669       0.000       0.006       0.010       0.067       0.001       0.042      64.007        0.03       6053.  
         1.2        0.18      0.3268      0.1219      0.0673       0.000       0.006       0.009       0.068       0.001       0.041      62.302        0.03       6059.  
         1.4        0.21      0.3707      0.1189      0.0675       0.000       0.006       0.009       0.068       0.001       0.040      60.571        0.03       6065.  
         1.6        0.24      0.4120      0.1155      0.0674       0.000       0.006       0.009       0.068       0.001       0.039      58.906        0.03       6072.  
         1.8        0.27      0.4504      0.1113      0.0669       0.000       0.006       0.009       0.067       0.001       0.038      57.244        0.03       6081.  
         2.0        0.30      0.4863      0.1069      0.0661       0.000       0.006       0.008       0.067       0.001       0.036      55.623        0.03       6090.  
         2.2        0.33      0.5198      0.1025      0.0652       0.000       0.006       0.008       0.066       0.001       0.035      54.048        0.03       6100.  
         2.4        0.36      0.5512      0.0979      0.0641       0.000       0.005       0.007       0.065       0.001       0.033      52.540        0.03       6111.  
         2.6        0.39      0.5804      0.0931      0.0627       0.000       0.005       0.007       0.063       0.001       0.032      51.066        0.03       6124.  
         2.8        0.42      0.6074      0.0883      0.0612       0.000       0.005       0.007       0.062       0.001       0.030      49.622        0.03       6137.  
         3.0        0.45      0.6318      0.0832      0.0594       0.000       0.005       0.006       0.060       0.001       0.028      48.177        0.03       6151.  
         3.2        0.48      0.6543      0.0781      0.0575       0.000       0.005       0.006       0.058       0.001       0.027      46.771        0.03       6166.  
         3.4        0.51      0.6743      0.0729      0.0553       0.000       0.005       0.006       0.056       0.001       0.025      45.367        0.03       6182.  
         3.6        0.54      0.6918      0.0677      0.0530       0.000       0.005       0.005       0.053       0.001       0.023      43.959        0.03       6198.  
         3.8        0.57      0.7056      0.0620      0.0502       0.000       0.004       0.005       0.051       0.000       0.021      42.477        0.03       6216.  
         4.0        0.60      0.7134      0.0564      0.0476       0.000       0.004       0.004       0.048       0.000       0.019      40.801        0.03       6235.  
         4.2        0.63      0.7091      0.0506      0.0451       0.000       0.004       0.004       0.045       0.000       0.017      38.623        0.03       6254.  
         4.4        0.66      0.6966      0.0446      0.0423       0.000       0.004       0.003       0.043       0.000       0.015      36.218        0.03       6275.  
         4.6        0.69      0.6756      0.0384      0.0394       0.000       0.003       0.003       0.040       0.000       0.013      33.595        0.03       6296.  
         4.8        0.72      0.6437      0.0323      0.0362       0.000       0.003       0.002       0.036       0.000       0.011      30.676        0.03       6318.  
