         9x4.4SFR                 (9x44SFR.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 09/24/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0592      0.0246       0.000       0.007       0.012       0.087       0.001       0.055      64.510        0.04       9115.  
         0.1        0.02      0.0385      0.0586      0.0245       0.000       0.007       0.012       0.087       0.001       0.054      64.020        0.04       9115.  
         0.3        0.03      0.0765      0.0579      0.0244       0.000       0.007       0.012       0.086       0.001       0.054      63.499        0.04       9116.  
         0.4        0.05      0.1137      0.0571      0.0243       0.000       0.007       0.012       0.086       0.001       0.053      62.944        0.04       9117.  
         0.5        0.06      0.1502      0.0562      0.0241       0.000       0.007       0.012       0.086       0.001       0.052      62.348        0.04       9118.  
         0.7        0.08      0.1858      0.0553      0.0240       0.000       0.007       0.012       0.085       0.001       0.051      61.706        0.04       9120.  
         0.8        0.10      0.2204      0.0543      0.0238       0.000       0.007       0.011       0.084       0.001       0.050      61.012        0.04       9122.  
         1.0        0.11      0.2540      0.0531      0.0236       0.000       0.007       0.011       0.084       0.001       0.049      60.263        0.04       9125.  
         1.1        0.13      0.2864      0.0519      0.0233       0.000       0.007       0.011       0.083       0.001       0.048      59.454        0.04       9128.  
         1.2        0.15      0.3175      0.0505      0.0231       0.000       0.007       0.011       0.082       0.001       0.047      58.586        0.04       9132.  
         1.4        0.16      0.3471      0.0491      0.0228       0.000       0.007       0.010       0.081       0.001       0.046      57.657        0.04       9136.  
         1.5        0.18      0.3753      0.0475      0.0224       0.000       0.007       0.010       0.079       0.001       0.044      56.670        0.04       9141.  
         1.6        0.19      0.4019      0.0458      0.0221       0.000       0.007       0.010       0.078       0.001       0.043      55.622        0.04       9145.  
         1.8        0.21      0.4266      0.0440      0.0216       0.000       0.006       0.009       0.077       0.001       0.041      54.504        0.04       9151.  
         1.9        0.23      0.4493      0.0420      0.0211       0.000       0.006       0.009       0.075       0.001       0.039      53.299        0.04       9156.  
         2.1        0.24      0.4692      0.0398      0.0205       0.000       0.006       0.008       0.073       0.001       0.037      51.958        0.04       9163.  
         2.2        0.26      0.4864      0.0373      0.0198       0.000       0.006       0.008       0.070       0.001       0.035      50.495        0.04       9169.  
         2.3        0.27      0.5010      0.0348      0.0190       0.000       0.006       0.007       0.067       0.001       0.032      48.953        0.04       9176.  
         2.5        0.29      0.5125      0.0322      0.0182       0.000       0.005       0.007       0.065       0.001       0.030      47.292        0.04       9184.  
         2.6        0.31      0.5209      0.0296      0.0174       0.000       0.005       0.006       0.062       0.001       0.028      45.532        0.04       9191.  
         2.7        0.32      0.5257      0.0269      0.0165       0.000       0.005       0.006       0.058       0.001       0.025      43.659        0.04       9200.  
         2.9        0.34      0.5264      0.0242      0.0155       0.000       0.005       0.005       0.055       0.001       0.022      41.635        0.04       9208.  
         3.0        0.35      0.5218      0.0214      0.0145       0.000       0.004       0.004       0.051       0.000       0.020      39.395        0.04       9217.  
         3.2        0.37      0.5103      0.0185      0.0134       0.000       0.004       0.004       0.048       0.000       0.017      36.854        0.04       9227.  
         3.3        0.39      0.4892      0.0156      0.0123       0.000       0.004       0.003       0.044       0.000       0.014      33.854        0.04       9237.  
         3.4        0.40      0.4538      0.0126      0.0112       0.000       0.003       0.003       0.039       0.000       0.012      30.150        0.04       9247.  
         3.6        0.42      0.3990      0.0095      0.0100       0.000       0.003       0.002       0.035       0.000       0.009      25.492        0.04       9258.  
         3.7        0.44      0.3172      0.0064      0.0088       0.000       0.003       0.001       0.031       0.000       0.006      19.516        0.04       9269.  
         3.8        0.45      0.1939      0.0032      0.0075       0.000       0.002       0.001       0.027       0.000       0.003      11.504        0.04       9280.  
         4.0        0.47     -0.0008      0.0000      0.0061       0.000       0.002       0.000       0.022       0.000       0.000      -0.043        0.04       9292.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       2000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0579      0.0238       0.001       0.028       0.048       0.673       0.003       0.215      32.577        0.07      18230.  
         0.3        0.02      0.0388      0.0575      0.0239       0.001       0.029       0.048       0.676       0.003       0.214      32.255        0.07      18230.  
         0.5        0.03      0.0769      0.0571      0.0239       0.001       0.029       0.048       0.678       0.003       0.212      31.925        0.07      18231.  
         0.8        0.05      0.1141      0.0566      0.0240       0.001       0.029       0.047       0.680       0.003       0.211      31.583        0.07      18233.  
         1.1        0.06      0.1504      0.0560      0.0240       0.001       0.029       0.047       0.680       0.003       0.208      31.228        0.07      18236.  
         1.4        0.08      0.1858      0.0553      0.0240       0.001       0.029       0.046       0.679       0.003       0.206      30.862        0.07      18240.  
         1.6        0.10      0.2202      0.0544      0.0239       0.001       0.029       0.045       0.677       0.003       0.202      30.486        0.07      18245.  
         1.9        0.11      0.2536      0.0533      0.0237       0.001       0.028       0.045       0.672       0.003       0.198      30.098        0.07      18250.  
         2.2        0.13      0.2859      0.0521      0.0235       0.001       0.028       0.044       0.665       0.003       0.194      29.690        0.07      18257.  
         2.5        0.14      0.3170      0.0507      0.0232       0.001       0.028       0.042       0.658       0.003       0.189      29.257        0.07      18264.  
         2.7        0.16      0.3466      0.0493      0.0229       0.001       0.027       0.041       0.649       0.003       0.183      28.795        0.07      18272.  
         3.0        0.18      0.3748      0.0477      0.0226       0.001       0.027       0.040       0.639       0.003       0.177      28.303        0.07      18281.  
         3.3        0.19      0.4014      0.0460      0.0222       0.001       0.027       0.038       0.628       0.003       0.171      27.782        0.07      18291.  
         3.6        0.21      0.4261      0.0442      0.0217       0.001       0.026       0.037       0.615       0.003       0.164      27.226        0.07      18301.  
         3.8        0.23      0.4488      0.0422      0.0212       0.001       0.025       0.035       0.601       0.003       0.157      26.627        0.07      18313.  
         4.1        0.24      0.4688      0.0399      0.0206       0.001       0.025       0.033       0.583       0.003       0.148      25.960        0.07      18325.  
         4.4        0.26      0.4860      0.0374      0.0199       0.001       0.024       0.031       0.563       0.003       0.139      25.231        0.07      18338.  
         4.7        0.27      0.5006      0.0349      0.0191       0.001       0.023       0.029       0.541       0.003       0.130      24.463        0.07      18352.  
         4.9        0.29      0.5122      0.0323      0.0183       0.001       0.022       0.027       0.519       0.002       0.120      23.636        0.07      18367.  
         5.2        0.31      0.5206      0.0297      0.0174       0.001       0.021       0.025       0.494       0.002       0.110      22.760        0.07      18383.  
         5.5        0.32      0.5255      0.0270      0.0165       0.001       0.020       0.023       0.469       0.002       0.100      21.827        0.07      18399.  
         5.8        0.34      0.5263      0.0242      0.0156       0.001       0.019       0.020       0.441       0.002       0.090      20.818        0.07      18417.  
         6.0        0.35      0.5217      0.0214      0.0145       0.001       0.017       0.018       0.412       0.002       0.080      19.699        0.07      18435.  
         6.3        0.37      0.5103      0.0185      0.0134       0.001       0.016       0.015       0.381       0.002       0.069      18.431        0.07      18454.  
         6.6        0.39      0.4892      0.0156      0.0123       0.000       0.015       0.013       0.349       0.002       0.058      16.933        0.07      18473.  
         6.9        0.40      0.4540      0.0126      0.0112       0.000       0.013       0.011       0.316       0.002       0.047      15.085        0.07      18494.  
         7.1        0.42      0.3986      0.0095      0.0100       0.000       0.012       0.008       0.282       0.001       0.035      12.734        0.07      18515.  
         7.4        0.43      0.3168      0.0064      0.0088       0.000       0.010       0.005       0.248       0.001       0.024       9.747        0.07      18538.  
         7.7        0.45      0.1936      0.0032      0.0075       0.000       0.009       0.003       0.212       0.001       0.012       5.745        0.07      18561.  
         8.0        0.47     -0.0006      0.0000      0.0061       0.000       0.007       0.000       0.174       0.001       0.000      -0.016        0.07      18584.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       3000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.0540      0.0220       0.003       0.059       0.102       2.100       0.007       0.452      21.952        0.11      27344.  
         0.4        0.02      0.0393      0.0534      0.0219       0.003       0.059       0.100       2.093       0.007       0.446      21.757        0.11      27345.  
         0.8        0.03      0.0779      0.0527      0.0218       0.003       0.059       0.099       2.085       0.007       0.441      21.558        0.11      27347.  
         1.2        0.05      0.1157      0.0520      0.0217       0.003       0.059       0.098       2.077       0.007       0.435      21.355        0.11      27350.  
         1.6        0.06      0.1528      0.0513      0.0216       0.003       0.058       0.096       2.069       0.007       0.429      21.147        0.11      27355.  
         2.1        0.08      0.1890      0.0505      0.0215       0.003       0.058       0.095       2.060       0.007       0.423      20.932        0.11      27360.  
         2.5        0.10      0.2244      0.0498      0.0214       0.003       0.058       0.094       2.051       0.007       0.417      20.711        0.11      27367.  
         2.9        0.11      0.2589      0.0490      0.0213       0.003       0.058       0.092       2.041       0.006       0.410      20.479        0.11      27376.  
         3.3        0.13      0.2923      0.0482      0.0212       0.003       0.057       0.091       2.032       0.006       0.403      20.230        0.11      27385.  
         3.7        0.14      0.3239      0.0473      0.0212       0.003       0.057       0.089       2.025       0.006       0.396      19.928        0.11      27396.  
         4.1        0.16      0.3532      0.0463      0.0211       0.003       0.057       0.087       2.018       0.006       0.387      19.557        0.11      27408.  
