# J, eta_p, CT, CP
0.0,0.00,0.1202,0.1046
0.0,0.05,0.1203,0.1028
0.1,0.09,0.1203,0.1008
0.1,0.14,0.1202,0.0988
0.1,0.19,0.1201,0.0967
0.2,0.24,0.1199,0.0945
0.2,0.28,0.1195,0.0923
0.2,0.33,0.1189,0.0899
0.3,0.39,0.1181,0.0874
0.3,0.44,0.1169,0.0851
0.3,0.49,0.1152,0.0825
0.4,0.54,0.1130,0.0800
0.4,0.59,0.1100,0.0776
0.5,0.63,0.1063,0.0753
0.5,0.67,0.1019,0.0731
0.5,0.71,0.0968,0.0707
0.5,0.74,0.0909,0.0680
0.6,0.76,0.0847,0.0651
0.6,0.78,0.0785,0.0622
0.7,0.80,0.0719,0.0587
0.7,0.82,0.0653,0.0551
0.7,0.83,0.0586,0.0510
0.8,0.84,0.0517,0.0465
0.8,0.85,0.0447,0.0417
0.8,0.86,0.0376,0.0364
0.9,0.85,0.0302,0.0307
0.9,0.83,0.0228,0.0247
0.9,0.77,0.0154,0.0186
1.0,0.62,0.0078,0.0122
1.0,-0.00,0.0000,0.0062
