# J, eta_p, CT, CP
0.0,0.00,0.1156,0.1000
0.0,0.05,0.1156,0.0979
0.1,0.10,0.1154,0.0958
0.1,0.14,0.1153,0.0936
0.1,0.19,0.1150,0.0914
0.2,0.24,0.1146,0.0891
0.2,0.29,0.1141,0.0867
0.2,0.33,0.1134,0.0842
0.3,0.38,0.1124,0.0816
0.3,0.43,0.1108,0.0787
0.3,0.48,0.1088,0.0756
0.4,0.53,0.1061,0.0725
0.4,0.58,0.1029,0.0695
0.4,0.63,0.0990,0.0668
0.5,0.67,0.0947,0.0646
0.5,0.70,0.0899,0.0625
0.5,0.73,0.0847,0.0603
0.6,0.75,0.0790,0.0579
0.6,0.77,0.0732,0.0553
0.6,0.79,0.0674,0.0525
0.6,0.81,0.0612,0.0493
0.7,0.82,0.0550,0.0458
0.7,0.83,0.0486,0.0418
0.7,0.84,0.0420,0.0375
0.8,0.84,0.0353,0.0328
0.8,0.83,0.0284,0.0277
0.8,0.82,0.0215,0.0223
0.9,0.77,0.0145,0.0165
0.9,0.65,0.0073,0.0104
0.9,-0.00,-0.0000,0.0040
