# J, eta_p, CT, CP
0.0,0.00,0.1406,0.0629
0.0,0.06,0.1381,0.0622
0.1,0.11,0.1354,0.0616
0.1,0.16,0.1324,0.0609
0.1,0.22,0.1292,0.0603
0.1,0.27,0.1258,0.0597
0.1,0.31,0.1221,0.0590
0.2,0.36,0.1182,0.0582
0.2,0.40,0.1142,0.0574
0.2,0.44,0.1099,0.0566
0.3,0.48,0.1055,0.0557
0.3,0.51,0.1011,0.0546
0.3,0.55,0.0966,0.0535
0.3,0.58,0.0917,0.0521
0.4,0.60,0.0869,0.0506
0.4,0.63,0.0820,0.0491
0.4,0.65,0.0769,0.0474
0.4,0.68,0.0717,0.0455
0.5,0.69,0.0664,0.0435
0.5,0.71,0.0609,0.0412
0.5,0.72,0.0553,0.0387
0.5,0.73,0.0494,0.0360
0.6,0.73,0.0436,0.0334
0.6,0.72,0.0376,0.0304
0.6,0.70,0.0314,0.0273
0.6,0.65,0.0252,0.0243
0.7,0.58,0.0191,0.0216
0.7,0.47,0.0129,0.0187
0.7,0.28,0.0060,0.0151
0.7,-0.02,-0.0003,0.0121
