# J, eta_p, CT, CP
0.0,0.00,0.0842,0.0810
0.0,0.04,0.0842,0.0794
0.1,0.09,0.0842,0.0764
0.1,0.14,0.0842,0.0748
0.1,0.18,0.0841,0.0730
0.2,0.23,0.0841,0.0713
0.2,0.27,0.0840,0.0704
0.2,0.32,0.0837,0.0674
0.3,0.36,0.0835,0.0664
0.3,0.40,0.0830,0.0643
0.3,0.46,0.0823,0.0613
0.4,0.50,0.0814,0.0592
0.4,0.56,0.0802,0.0569
0.4,0.61,0.0785,0.0545
0.4,0.66,0.0762,0.0526
0.5,0.71,0.0730,0.0500
0.5,0.74,0.0688,0.0479
0.5,0.77,0.0643,0.0460
0.6,0.79,0.0597,0.0441
0.6,0.81,0.0549,0.0418
0.6,0.82,0.0500,0.0393
0.7,0.83,0.0450,0.0365
0.7,0.84,0.0397,0.0334
0.7,0.85,0.0344,0.0301
0.8,0.85,0.0291,0.0266
0.8,0.84,0.0235,0.0226
0.8,0.81,0.0178,0.0184
0.9,0.74,0.0120,0.0141
0.9,0.57,0.0060,0.0098
0.9,-0.00,0.0000,0.0056
