# J, eta_p, CT, CP
0.0,0.00,0.0954,0.1071
0.0,0.04,0.0957,0.1065
0.1,0.09,0.0959,0.1047
0.1,0.13,0.0961,0.1029
0.1,0.17,0.0963,0.1027
0.2,0.22,0.0963,0.0989
0.2,0.26,0.0964,0.0967
0.3,0.31,0.0964,0.0946
0.3,0.35,0.0963,0.0924
0.3,0.40,0.0960,0.0901
0.4,0.44,0.0957,0.0878
0.4,0.49,0.0953,0.0856
0.5,0.54,0.0945,0.0831
0.5,0.59,0.0934,0.0805
0.5,0.64,0.0918,0.0777
0.6,0.69,0.0895,0.0751
0.6,0.74,0.0864,0.0725
0.7,0.78,0.0824,0.0700
0.7,0.80,0.0772,0.0671
0.7,0.82,0.0712,0.0636
0.8,0.84,0.0650,0.0597
0.8,0.86,0.0584,0.0553
0.8,0.87,0.0518,0.0507
0.9,0.87,0.0449,0.0457
0.9,0.88,0.0378,0.0399
1.0,0.88,0.0306,0.0337
1.0,0.86,0.0233,0.0272
1.0,0.81,0.0158,0.0204
1.1,0.66,0.0080,0.0132
1.1,0.00,0.0000,0.0063
