# J, eta_p, CT, CP
0.0,0.00,0.0974,0.1118
0.0,0.05,0.0976,0.1097
0.1,0.09,0.0978,0.1074
0.1,0.14,0.0980,0.1044
0.2,0.18,0.0983,0.1038
0.2,0.22,0.0985,0.1028
0.2,0.28,0.0985,0.0988
0.3,0.32,0.0985,0.0969
0.3,0.36,0.0985,0.0957
0.4,0.40,0.0985,0.0946
0.4,0.46,0.0982,0.0913
0.4,0.50,0.0979,0.0905
0.5,0.55,0.0973,0.0879
0.5,0.59,0.0964,0.0865
0.6,0.64,0.0949,0.0845
0.6,0.69,0.0926,0.0812
0.6,0.74,0.0895,0.0780
0.7,0.77,0.0855,0.0755
0.7,0.80,0.0801,0.0724
0.8,0.82,0.0741,0.0690
0.8,0.84,0.0677,0.0650
0.8,0.85,0.0610,0.0604
0.9,0.86,0.0541,0.0555
0.9,0.87,0.0471,0.0499
1.0,0.88,0.0395,0.0434
1.0,0.87,0.0318,0.0365
1.0,0.86,0.0240,0.0292
1.1,0.82,0.0161,0.0215
1.1,0.68,0.0081,0.0137
1.2,-0.02,-0.0002,0.0064
