# J, eta_p, CT, CP
0.0,0.00,0.2046,0.2410
0.0,0.05,0.2050,0.2375
0.1,0.10,0.2053,0.2337
0.1,0.14,0.2055,0.2298
0.2,0.19,0.2056,0.2258
0.2,0.23,0.2056,0.2218
0.3,0.28,0.2055,0.2175
0.3,0.33,0.2052,0.2133
0.4,0.37,0.2047,0.2089
0.4,0.42,0.2039,0.2044
0.4,0.46,0.2027,0.1997
0.5,0.51,0.2010,0.1949
0.5,0.56,0.1981,0.1892
0.6,0.61,0.1935,0.1827
0.6,0.65,0.1870,0.1753
0.7,0.70,0.1785,0.1675
0.7,0.73,0.1674,0.1590
0.7,0.76,0.1560,0.1514
0.8,0.79,0.1448,0.1439
0.8,0.81,0.1327,0.1361
0.9,0.82,0.1200,0.1274
0.9,0.84,0.1083,0.1179
1.0,0.85,0.0958,0.1075
1.0,0.86,0.0829,0.0960
1.0,0.87,0.0696,0.0835
1.1,0.87,0.0561,0.0700
1.1,0.86,0.0424,0.0557
1.2,0.81,0.0284,0.0410
1.2,0.66,0.0143,0.0263
1.3,-0.00,-0.0000,0.0125
