# J, eta_p, CT, CP
0.0,0.00,0.1185,0.0957
0.0,0.05,0.1185,0.0931
0.1,0.09,0.1184,0.0922
0.1,0.14,0.1183,0.0904
0.1,0.19,0.1180,0.0885
0.2,0.23,0.1177,0.0866
0.2,0.28,0.1172,0.0846
0.2,0.33,0.1164,0.0824
0.3,0.38,0.1153,0.0803
0.3,0.43,0.1138,0.0780
0.3,0.48,0.1119,0.0761
0.4,0.53,0.1095,0.0741
0.4,0.58,0.1066,0.0724
0.4,0.62,0.1030,0.0707
0.5,0.66,0.0988,0.0688
0.5,0.69,0.0940,0.0668
0.5,0.72,0.0884,0.0644
0.5,0.74,0.0826,0.0618
0.6,0.76,0.0765,0.0588
0.6,0.78,0.0702,0.0555
0.7,0.80,0.0641,0.0523
0.7,0.81,0.0576,0.0486
0.7,0.82,0.0509,0.0443
0.7,0.83,0.0441,0.0398
0.8,0.83,0.0371,0.0348
0.8,0.83,0.0299,0.0295
0.8,0.80,0.0227,0.0240
0.9,0.74,0.0151,0.0182
0.9,0.58,0.0076,0.0122
0.9,0.02,0.0002,0.0070
