# J, eta_p, CT, CP
0.0,0.00,0.1061,0.2121
0.1,0.04,0.1076,0.1918
0.1,0.08,0.1075,0.1880
0.1,0.12,0.1075,0.1841
0.2,0.16,0.1076,0.1800
0.2,0.20,0.1078,0.1758
0.3,0.24,0.1082,0.1715
0.3,0.27,0.1088,0.1670
0.4,0.31,0.1095,0.1625
0.4,0.35,0.1104,0.1578
0.5,0.39,0.1114,0.1532
0.5,0.43,0.1125,0.1484
0.6,0.48,0.1137,0.1436
0.6,0.53,0.1149,0.1388
0.7,0.58,0.1155,0.1337
0.7,0.64,0.1152,0.1282
0.7,0.69,0.1132,0.1230
0.8,0.73,0.1092,0.1182
0.8,0.77,0.1033,0.1125
0.9,0.80,0.0958,0.1052
0.9,0.83,0.0874,0.0982
1.0,0.84,0.0786,0.0915
1.0,0.85,0.0695,0.0839
1.1,0.85,0.0602,0.0755
1.1,0.85,0.0507,0.0664
1.2,0.84,0.0410,0.0564
1.2,0.83,0.0311,0.0456
1.3,0.78,0.0210,0.0338
1.3,0.65,0.0107,0.0214
1.4,0.01,0.0000,0.0086
