# J, eta_p, CT, CP
0.0,0.00,0.1882,0.1352
0.0,0.05,0.1873,0.1332
0.1,0.10,0.1862,0.1312
0.1,0.15,0.1848,0.1291
0.1,0.20,0.1830,0.1268
0.2,0.25,0.1809,0.1244
0.2,0.29,0.1783,0.1218
0.2,0.34,0.1752,0.1192
0.2,0.39,0.1715,0.1166
0.3,0.43,0.1673,0.1138
0.3,0.47,0.1624,0.1113
0.3,0.52,0.1569,0.1083
0.4,0.55,0.1511,0.1050
0.4,0.59,0.1447,0.1015
0.4,0.62,0.1376,0.0980
0.5,0.65,0.1298,0.0945
0.5,0.68,0.1219,0.0912
0.5,0.70,0.1138,0.0876
0.6,0.72,0.1056,0.0837
0.6,0.74,0.0971,0.0793
0.6,0.75,0.0881,0.0742
0.7,0.76,0.0788,0.0685
0.7,0.77,0.0701,0.0631
0.7,0.78,0.0607,0.0568
0.8,0.78,0.0511,0.0499
0.8,0.77,0.0409,0.0424
0.8,0.74,0.0312,0.0350
0.8,0.65,0.0199,0.0264
0.9,0.48,0.0097,0.0185
0.9,-0.01,-0.0001,0.0112
