# J, eta_p, CT, CP
0.0,0.00,0.1150,0.0759
0.0,0.06,0.1156,0.0705
0.1,0.12,0.1157,0.0718
0.1,0.18,0.1158,0.0731
0.2,0.23,0.1159,0.0745
0.2,0.28,0.1159,0.0760
0.2,0.33,0.1160,0.0775
0.3,0.38,0.1159,0.0789
0.3,0.43,0.1158,0.0803
0.3,0.47,0.1154,0.0816
0.4,0.51,0.1147,0.0827
0.4,0.55,0.1136,0.0835
0.4,0.59,0.1118,0.0839
0.5,0.62,0.1091,0.0837
0.5,0.65,0.1052,0.0826
0.6,0.68,0.1005,0.0809
0.6,0.71,0.0950,0.0787
0.6,0.73,0.0887,0.0758
0.7,0.75,0.0822,0.0725
0.7,0.76,0.0755,0.0690
0.7,0.77,0.0686,0.0651
0.8,0.78,0.0616,0.0609
0.8,0.78,0.0544,0.0562
0.8,0.78,0.0471,0.0509
0.9,0.77,0.0396,0.0450
0.9,0.76,0.0320,0.0385
1.0,0.73,0.0243,0.0315
1.0,0.67,0.0164,0.0241
1.0,0.53,0.0083,0.0162
1.1,0.00,-0.0000,0.0088
