# J, eta_p, CT, CP
0.0,0.00,0.1121,0.1233
0.0,0.05,0.1122,0.1208
0.1,0.09,0.1124,0.1182
0.1,0.14,0.1124,0.1156
0.1,0.18,0.1125,0.1127
0.2,0.23,0.1124,0.1100
0.2,0.27,0.1123,0.1071
0.3,0.32,0.1121,0.1042
0.3,0.37,0.1118,0.1011
0.3,0.41,0.1113,0.0982
0.4,0.46,0.1106,0.0955
0.4,0.51,0.1094,0.0921
0.4,0.56,0.1076,0.0885
0.5,0.61,0.1049,0.0844
0.5,0.66,0.1014,0.0803
0.5,0.70,0.0970,0.0766
0.6,0.74,0.0919,0.0732
0.6,0.77,0.0862,0.0699
0.7,0.79,0.0798,0.0664
0.7,0.81,0.0734,0.0628
0.7,0.83,0.0667,0.0590
0.8,0.84,0.0600,0.0549
0.8,0.85,0.0530,0.0502
0.8,0.86,0.0459,0.0449
0.9,0.87,0.0385,0.0392
0.9,0.87,0.0311,0.0329
1.0,0.85,0.0235,0.0263
1.0,0.82,0.0158,0.0192
1.0,0.71,0.0080,0.0117
1.1,0.04,0.0000,0.0039
