# J, eta_p, CT, CP
0.0,0.00,0.1054,0.0620
0.0,0.05,0.1051,0.0613
0.1,0.10,0.1047,0.0607
0.1,0.15,0.1042,0.0601
0.1,0.20,0.1036,0.0594
0.1,0.25,0.1028,0.0588
0.2,0.30,0.1018,0.0582
0.2,0.35,0.1007,0.0576
0.2,0.40,0.0993,0.0569
0.3,0.45,0.0975,0.0563
0.3,0.49,0.0954,0.0552
0.3,0.53,0.0931,0.0549
0.3,0.57,0.0903,0.0543
0.4,0.61,0.0872,0.0533
0.4,0.64,0.0835,0.0521
0.4,0.67,0.0794,0.0506
0.4,0.70,0.0749,0.0490
0.5,0.73,0.0701,0.0469
0.5,0.75,0.0650,0.0449
0.5,0.76,0.0598,0.0425
0.6,0.78,0.0543,0.0397
0.6,0.79,0.0487,0.0368
0.6,0.80,0.0430,0.0335
0.6,0.81,0.0371,0.0301
0.7,0.81,0.0312,0.0264
0.7,0.80,0.0253,0.0228
0.7,0.76,0.0193,0.0189
0.8,0.69,0.0131,0.0148
0.8,0.54,0.0066,0.0103
0.8,0.00,0.0000,0.0059
