# J, eta_p, CT, CP
0.0,0.00,0.1057,0.0456
0.0,0.05,0.1041,0.0450
0.0,0.10,0.1023,0.0444
0.1,0.15,0.1005,0.0439
0.1,0.20,0.0985,0.0433
0.1,0.24,0.0963,0.0427
0.1,0.29,0.0940,0.0421
0.1,0.33,0.0915,0.0415
0.2,0.37,0.0888,0.0408
0.2,0.41,0.0859,0.0402
0.2,0.45,0.0828,0.0395
0.2,0.49,0.0795,0.0387
0.2,0.52,0.0760,0.0379
0.3,0.55,0.0724,0.0370
0.3,0.57,0.0687,0.0360
0.3,0.60,0.0648,0.0349
0.3,0.62,0.0608,0.0336
0.4,0.64,0.0567,0.0322
0.4,0.66,0.0525,0.0307
0.4,0.68,0.0482,0.0291
0.4,0.69,0.0438,0.0274
0.4,0.70,0.0394,0.0255
0.5,0.70,0.0348,0.0236
0.5,0.70,0.0301,0.0214
0.5,0.68,0.0253,0.0193
0.5,0.66,0.0205,0.0170
0.5,0.61,0.0155,0.0146
0.6,0.52,0.0104,0.0122
0.6,0.35,0.0053,0.0097
0.6,-0.00,0.0000,0.0074
