# J, eta_p, CT, CP
0.0,0.00,0.1910,0.2278
0.0,0.05,0.1906,0.2230
0.1,0.09,0.1901,0.2174
0.1,0.14,0.1894,0.2119
0.2,0.18,0.1884,0.2060
0.2,0.23,0.1872,0.2001
0.2,0.27,0.1857,0.1937
0.3,0.32,0.1839,0.1873
0.3,0.36,0.1817,0.1808
0.4,0.41,0.1790,0.1741
0.4,0.45,0.1758,0.1674
0.4,0.50,0.1718,0.1605
0.5,0.54,0.1671,0.1537
0.5,0.59,0.1615,0.1469
0.6,0.63,0.1548,0.1396
0.6,0.67,0.1472,0.1326
0.6,0.71,0.1385,0.1259
0.7,0.73,0.1290,0.1199
0.7,0.76,0.1197,0.1141
0.8,0.78,0.1098,0.1076
0.8,0.79,0.1005,0.1011
0.8,0.81,0.0903,0.0935
0.9,0.82,0.0799,0.0854
0.9,0.83,0.0692,0.0764
1.0,0.84,0.0585,0.0669
1.0,0.84,0.0472,0.0563
1.0,0.82,0.0355,0.0449
1.1,0.78,0.0241,0.0333
1.1,0.66,0.0122,0.0207
1.2,-0.00,-0.0000,0.0088
