# J, eta_p, CT, CP
0.0,0.00,0.0901,0.1001
0.0,0.06,0.0903,0.0999
0.1,0.11,0.0906,0.0983
0.1,0.16,0.0909,0.0976
0.2,0.22,0.0911,0.0966
0.2,0.26,0.0913,0.0963
0.2,0.31,0.0915,0.0962
0.3,0.36,0.0917,0.0945
0.3,0.40,0.0918,0.0941
0.4,0.44,0.0918,0.0929
0.4,0.48,0.0916,0.0912
0.5,0.52,0.0915,0.0914
0.5,0.56,0.0909,0.0907
0.5,0.60,0.0907,0.0903
0.6,0.63,0.0898,0.0888
0.6,0.67,0.0886,0.0880
0.7,0.70,0.0867,0.0866
0.7,0.73,0.0837,0.0839
0.7,0.76,0.0795,0.0799
0.8,0.79,0.0740,0.0751
0.8,0.82,0.0677,0.0694
0.9,0.84,0.0612,0.0641
0.9,0.85,0.0545,0.0590
0.9,0.86,0.0474,0.0527
1.0,0.86,0.0400,0.0461
1.0,0.86,0.0323,0.0391
1.1,0.83,0.0245,0.0319
1.1,0.76,0.0164,0.0245
1.2,0.57,0.0083,0.0176
1.2,-0.00,-0.0001,0.0099
