# J, eta_p, CT, CP
0.0,0.00,0.1235,0.1037
0.0,0.04,0.1233,0.1015
0.1,0.09,0.1230,0.0991
0.1,0.14,0.1227,0.0967
0.1,0.18,0.1222,0.0941
0.2,0.23,0.1215,0.0917
0.2,0.27,0.1206,0.0889
0.2,0.32,0.1195,0.0860
0.2,0.37,0.1180,0.0830
0.3,0.42,0.1160,0.0800
0.3,0.47,0.1137,0.0770
0.3,0.52,0.1108,0.0740
0.4,0.57,0.1075,0.0714
0.4,0.61,0.1036,0.0692
0.4,0.65,0.0991,0.0668
0.5,0.69,0.0940,0.0645
0.5,0.71,0.0883,0.0621
0.5,0.74,0.0824,0.0596
0.6,0.76,0.0764,0.0569
0.6,0.78,0.0702,0.0539
0.6,0.79,0.0638,0.0505
0.7,0.81,0.0573,0.0468
0.7,0.82,0.0505,0.0427
0.7,0.82,0.0435,0.0381
0.8,0.82,0.0365,0.0333
0.8,0.81,0.0295,0.0284
0.8,0.78,0.0223,0.0232
0.8,0.71,0.0150,0.0179
0.9,0.53,0.0075,0.0125
0.9,-0.00,0.0000,0.0073
