# J, eta_p, CT, CP
0.0,0.00,0.1995,0.1016
0.0,0.06,0.1973,0.1031
0.1,0.11,0.1947,0.1045
0.1,0.17,0.1916,0.1056
0.1,0.22,0.1881,0.1066
0.2,0.26,0.1842,0.1072
0.2,0.31,0.1800,0.1077
0.2,0.35,0.1754,0.1079
0.2,0.39,0.1703,0.1078
0.3,0.42,0.1649,0.1074
0.3,0.46,0.1589,0.1064
0.3,0.49,0.1524,0.1049
0.4,0.52,0.1456,0.1032
0.4,0.55,0.1387,0.1012
0.4,0.57,0.1316,0.0989
0.5,0.59,0.1242,0.0962
0.5,0.62,0.1167,0.0930
0.5,0.63,0.1089,0.0896
0.6,0.65,0.1009,0.0858
0.6,0.66,0.0928,0.0816
0.6,0.67,0.0844,0.0770
0.6,0.68,0.0759,0.0720
0.7,0.68,0.0672,0.0666
0.7,0.68,0.0582,0.0608
0.7,0.66,0.0491,0.0546
0.8,0.64,0.0397,0.0479
0.8,0.59,0.0301,0.0410
0.8,0.50,0.0202,0.0339
0.9,0.33,0.0102,0.0265
0.9,-0.00,-0.0000,0.0189
