# J, eta_p, CT, CP
0.0,0.00,0.1500,0.0998
0.1,0.09,0.1502,0.1037
0.1,0.17,0.1504,0.1077
0.2,0.25,0.1506,0.1139
0.2,0.31,0.1510,0.1193
0.3,0.37,0.1515,0.1256
0.4,0.43,0.1520,0.1318
0.4,0.48,0.1528,0.1379
0.5,0.52,0.1534,0.1447
0.6,0.56,0.1545,0.1519
0.6,0.60,0.1555,0.1598
0.7,0.63,0.1567,0.1671
0.7,0.66,0.1577,0.1752
0.8,0.69,0.1584,0.1835
0.9,0.71,0.1583,0.1913
0.9,0.73,0.1567,0.1970
1.0,0.75,0.1526,0.1993
1.0,0.76,0.1454,0.1977
1.1,0.78,0.1353,0.1911
1.2,0.79,0.1244,0.1826
1.2,0.80,0.1135,0.1733
1.3,0.81,0.1016,0.1619
1.3,0.81,0.0900,0.1495
1.4,0.81,0.0781,0.1354
1.5,0.80,0.0660,0.1202
1.5,0.79,0.0536,0.1035
1.6,0.76,0.0409,0.0852
1.7,0.70,0.0277,0.0656
1.7,0.53,0.0140,0.0448
1.8,-0.00,0.0000,0.0226
