# J, eta_p, CT, CP
0.0,0.00,0.1034,0.1171
0.0,0.05,0.1036,0.1155
0.1,0.10,0.1038,0.1136
0.1,0.15,0.1039,0.1116
0.1,0.19,0.1040,0.1096
0.2,0.24,0.1040,0.1082
0.2,0.29,0.1039,0.1058
0.3,0.33,0.1037,0.1035
0.3,0.37,0.1033,0.1010
0.3,0.42,0.1029,0.0985
0.4,0.46,0.1022,0.0959
0.4,0.50,0.1013,0.0932
0.4,0.54,0.1001,0.0904
0.5,0.58,0.0986,0.0875
0.5,0.63,0.0965,0.0842
0.6,0.67,0.0935,0.0804
0.6,0.71,0.0896,0.0764
0.6,0.75,0.0840,0.0715
0.7,0.78,0.0781,0.0674
0.7,0.80,0.0718,0.0631
0.7,0.82,0.0654,0.0591
0.8,0.84,0.0588,0.0547
0.8,0.85,0.0520,0.0501
0.8,0.85,0.0451,0.0451
0.9,0.85,0.0382,0.0398
0.9,0.85,0.0309,0.0338
1.0,0.82,0.0235,0.0276
1.0,0.75,0.0158,0.0211
1.0,0.57,0.0080,0.0146
1.1,0.01,0.0001,0.0085
