# J, eta_p, CT, CP
0.0,0.00,0.0974,0.0989
0.0,0.04,0.0976,0.0974
0.1,0.09,0.0978,0.0957
0.1,0.13,0.0979,0.0940
0.1,0.18,0.0979,0.0905
0.2,0.23,0.0979,0.0887
0.2,0.27,0.0980,0.0884
0.3,0.32,0.0979,0.0850
0.3,0.36,0.0980,0.0860
0.3,0.41,0.0976,0.0836
0.4,0.46,0.0968,0.0800
0.4,0.51,0.0960,0.0778
0.4,0.57,0.0944,0.0743
0.5,0.61,0.0928,0.0733
0.5,0.66,0.0903,0.0705
0.5,0.70,0.0870,0.0685
0.6,0.74,0.0831,0.0664
0.6,0.77,0.0782,0.0633
0.7,0.79,0.0728,0.0609
0.7,0.81,0.0671,0.0579
0.7,0.83,0.0611,0.0545
0.8,0.84,0.0550,0.0507
0.8,0.85,0.0486,0.0463
0.8,0.86,0.0420,0.0415
0.9,0.86,0.0353,0.0364
0.9,0.85,0.0286,0.0311
0.9,0.82,0.0217,0.0254
1.0,0.76,0.0146,0.0194
1.0,0.61,0.0073,0.0130
1.1,0.00,0.0000,0.0065
