# J, eta_p, CT, CP
0.0,0.00,0.1415,0.1762
0.0,0.05,0.1418,0.1731
0.1,0.10,0.1421,0.1699
0.1,0.15,0.1423,0.1666
0.2,0.19,0.1425,0.1634
0.2,0.24,0.1426,0.1598
0.3,0.29,0.1425,0.1563
0.3,0.33,0.1423,0.1526
0.3,0.38,0.1419,0.1488
0.4,0.42,0.1413,0.1447
0.4,0.47,0.1404,0.1406
0.5,0.51,0.1392,0.1364
0.5,0.56,0.1374,0.1320
0.6,0.61,0.1347,0.1271
0.6,0.66,0.1308,0.1216
0.6,0.71,0.1255,0.1158
0.7,0.75,0.1188,0.1101
0.7,0.78,0.1112,0.1048
0.8,0.80,0.1028,0.0990
0.8,0.82,0.0942,0.0939
0.9,0.84,0.0854,0.0883
0.9,0.85,0.0764,0.0820
0.9,0.86,0.0673,0.0752
1.0,0.87,0.0580,0.0676
1.0,0.88,0.0495,0.0580
1.1,0.89,0.0400,0.0486
1.1,0.88,0.0303,0.0384
1.2,0.86,0.0204,0.0276
1.2,0.77,0.0103,0.0161
1.2,-0.00,0.0000,0.0045
