# J, eta_p, CT, CP
0.0,0.00,0.0877,0.0330
0.0,0.05,0.0862,0.0328
0.0,0.10,0.0845,0.0325
0.1,0.15,0.0827,0.0323
0.1,0.20,0.0808,0.0320
0.1,0.24,0.0787,0.0317
0.1,0.29,0.0764,0.0314
0.1,0.33,0.0739,0.0309
0.2,0.36,0.0716,0.0306
0.2,0.40,0.0690,0.0302
0.2,0.43,0.0664,0.0297
0.2,0.46,0.0636,0.0292
0.2,0.49,0.0608,0.0287
0.2,0.52,0.0579,0.0281
0.3,0.54,0.0549,0.0274
0.3,0.56,0.0518,0.0267
0.3,0.58,0.0486,0.0258
0.3,0.60,0.0453,0.0249
0.3,0.61,0.0420,0.0239
0.4,0.62,0.0386,0.0228
0.4,0.63,0.0351,0.0215
0.4,0.63,0.0316,0.0202
0.4,0.64,0.0279,0.0187
0.4,0.63,0.0242,0.0171
0.5,0.62,0.0204,0.0154
0.5,0.59,0.0165,0.0136
0.5,0.53,0.0125,0.0118
0.5,0.44,0.0084,0.0100
0.5,0.29,0.0042,0.0082
0.6,-0.00,-0.0000,0.0064
