# J, eta_p, CT, CP
0.0,0.00,0.1142,0.1380
0.0,0.05,0.1146,0.1358
0.1,0.09,0.1148,0.1335
0.1,0.14,0.1151,0.1311
0.2,0.18,0.1153,0.1286
0.2,0.23,0.1154,0.1261
0.3,0.27,0.1155,0.1234
0.3,0.32,0.1154,0.1206
0.3,0.37,0.1153,0.1178
0.4,0.42,0.1149,0.1149
0.4,0.46,0.1144,0.1120
0.5,0.51,0.1135,0.1090
0.5,0.56,0.1124,0.1062
0.6,0.61,0.1109,0.1034
0.6,0.66,0.1087,0.1005
0.6,0.70,0.1058,0.0975
0.7,0.75,0.1019,0.0944
0.7,0.78,0.0969,0.0910
0.8,0.81,0.0906,0.0868
0.8,0.83,0.0833,0.0820
0.9,0.85,0.0758,0.0770
0.9,0.86,0.0682,0.0715
0.9,0.87,0.0603,0.0653
1.0,0.88,0.0524,0.0586
1.0,0.89,0.0443,0.0514
1.1,0.89,0.0353,0.0425
1.1,0.89,0.0267,0.0337
1.2,0.85,0.0181,0.0248
1.2,0.71,0.0091,0.0153
1.2,-0.00,0.0000,0.0062
