# J, eta_p, CT, CP
0.0,0.00,0.1239,0.1627
0.0,0.05,0.1240,0.1593
0.1,0.09,0.1242,0.1557
0.1,0.14,0.1243,0.1521
0.2,0.18,0.1243,0.1482
0.2,0.23,0.1242,0.1443
0.2,0.27,0.1240,0.1401
0.3,0.31,0.1236,0.1359
0.3,0.36,0.1231,0.1315
0.4,0.40,0.1224,0.1270
0.4,0.44,0.1214,0.1226
0.4,0.49,0.1201,0.1179
0.5,0.53,0.1186,0.1135
0.5,0.58,0.1165,0.1091
0.5,0.62,0.1138,0.1045
0.6,0.67,0.1102,0.0997
0.6,0.71,0.1056,0.0945
0.7,0.76,0.0996,0.0888
0.7,0.79,0.0922,0.0830
0.7,0.81,0.0845,0.0778
0.8,0.83,0.0768,0.0729
0.8,0.84,0.0689,0.0676
0.9,0.85,0.0609,0.0618
0.9,0.86,0.0527,0.0553
0.9,0.87,0.0443,0.0483
1.0,0.86,0.0358,0.0410
1.0,0.83,0.0271,0.0334
1.1,0.76,0.0183,0.0256
1.1,0.58,0.0093,0.0179
1.1,-0.00,-0.0000,0.0103
