# J, eta_p, CT, CP
0.0,0.00,0.1203,0.0774
0.0,0.07,0.1205,0.0789
0.1,0.13,0.1207,0.0805
0.1,0.19,0.1210,0.0822
0.2,0.25,0.1212,0.0841
0.2,0.31,0.1215,0.0861
0.3,0.36,0.1217,0.0882
0.3,0.41,0.1220,0.0904
0.3,0.46,0.1222,0.0926
0.4,0.50,0.1222,0.0948
0.4,0.55,0.1222,0.0971
0.5,0.58,0.1219,0.0992
0.5,0.62,0.1213,0.1013
0.6,0.66,0.1200,0.1027
0.6,0.69,0.1177,0.1032
0.6,0.72,0.1141,0.1024
0.7,0.75,0.1089,0.1003
0.7,0.77,0.1026,0.0971
0.8,0.79,0.0952,0.0928
0.8,0.81,0.0875,0.0881
0.9,0.82,0.0795,0.0828
0.9,0.84,0.0715,0.0771
0.9,0.85,0.0633,0.0707
1.0,0.85,0.0548,0.0635
1.0,0.86,0.0463,0.0555
1.1,0.86,0.0374,0.0467
1.1,0.85,0.0283,0.0371
1.2,0.82,0.0191,0.0269
1.2,0.73,0.0096,0.0159
1.2,-0.01,-0.0000,0.0063
