# J, eta_p, CT, CP
0.0,0.00,0.1109,0.0777
0.0,0.05,0.1109,0.0766
0.1,0.10,0.1108,0.0754
0.1,0.15,0.1107,0.0742
0.1,0.20,0.1105,0.0729
0.2,0.25,0.1102,0.0716
0.2,0.30,0.1097,0.0703
0.2,0.35,0.1089,0.0689
0.2,0.41,0.1079,0.0675
0.3,0.46,0.1064,0.0660
0.3,0.51,0.1045,0.0647
0.3,0.55,0.1021,0.0635
0.4,0.60,0.0990,0.0623
0.4,0.64,0.0953,0.0609
0.4,0.67,0.0909,0.0594
0.5,0.70,0.0859,0.0574
0.5,0.73,0.0806,0.0553
0.5,0.75,0.0752,0.0530
0.6,0.78,0.0697,0.0505
0.6,0.79,0.0639,0.0478
0.6,0.81,0.0581,0.0448
0.7,0.82,0.0521,0.0414
0.7,0.84,0.0460,0.0378
0.7,0.84,0.0398,0.0339
0.8,0.85,0.0335,0.0297
0.8,0.84,0.0270,0.0252
0.8,0.81,0.0204,0.0205
0.8,0.75,0.0137,0.0156
0.9,0.57,0.0069,0.0107
0.9,0.03,0.0000,0.0062
