# J, eta_p, CT, CP
0.0,0.00,0.1657,0.1674
0.0,0.05,0.1658,0.1646
0.1,0.10,0.1658,0.1616
0.1,0.14,0.1657,0.1584
0.2,0.19,0.1656,0.1551
0.2,0.24,0.1653,0.1519
0.2,0.29,0.1648,0.1483
0.3,0.34,0.1641,0.1448
0.3,0.39,0.1630,0.1411
0.4,0.44,0.1614,0.1372
0.4,0.50,0.1591,0.1332
0.5,0.55,0.1558,0.1291
0.5,0.60,0.1514,0.1252
0.5,0.64,0.1454,0.1213
0.6,0.68,0.1379,0.1173
0.6,0.71,0.1300,0.1134
0.7,0.73,0.1218,0.1092
0.7,0.76,0.1136,0.1048
0.7,0.78,0.1051,0.0998
0.8,0.80,0.0963,0.0943
0.8,0.81,0.0873,0.0882
0.9,0.83,0.0784,0.0819
0.9,0.83,0.0690,0.0748
0.9,0.84,0.0595,0.0673
1.0,0.83,0.0499,0.0593
1.0,0.81,0.0402,0.0508
1.1,0.77,0.0304,0.0421
1.1,0.68,0.0203,0.0330
1.2,0.48,0.0102,0.0244
1.2,0.01,0.0001,0.0162
