# J, eta_p, CT, CP
0.0,0.00,0.0986,0.0557
0.0,0.05,0.0985,0.0550
0.1,0.11,0.0983,0.0542
0.1,0.16,0.0980,0.0534
0.1,0.21,0.0975,0.0519
0.1,0.27,0.0969,0.0518
0.2,0.32,0.0960,0.0509
0.2,0.37,0.0948,0.0502
0.2,0.42,0.0933,0.0495
0.2,0.47,0.0915,0.0485
0.3,0.52,0.0893,0.0483
0.3,0.56,0.0866,0.0475
0.3,0.60,0.0835,0.0466
0.4,0.64,0.0800,0.0455
0.4,0.67,0.0760,0.0443
0.4,0.70,0.0718,0.0428
0.4,0.72,0.0673,0.0413
0.5,0.75,0.0628,0.0396
0.5,0.77,0.0581,0.0377
0.5,0.79,0.0533,0.0357
0.6,0.80,0.0484,0.0335
0.6,0.82,0.0434,0.0310
0.6,0.82,0.0383,0.0284
0.6,0.83,0.0331,0.0255
0.7,0.83,0.0277,0.0224
0.7,0.81,0.0223,0.0192
0.7,0.77,0.0169,0.0157
0.8,0.70,0.0113,0.0122
0.8,0.51,0.0057,0.0087
0.8,0.00,0.0000,0.0054
