# J, eta_p, CT, CP
0.0,0.00,0.2430,0.1379
0.0,0.06,0.2400,0.1396
0.1,0.11,0.2366,0.1411
0.1,0.16,0.2326,0.1422
0.1,0.21,0.2282,0.1431
0.2,0.25,0.2233,0.1436
0.2,0.29,0.2178,0.1436
0.2,0.33,0.2117,0.1431
0.3,0.37,0.2048,0.1420
0.3,0.41,0.1974,0.1403
0.3,0.44,0.1899,0.1383
0.4,0.48,0.1821,0.1359
0.4,0.51,0.1740,0.1334
0.4,0.53,0.1658,0.1305
0.5,0.56,0.1573,0.1271
0.5,0.58,0.1485,0.1233
0.5,0.61,0.1395,0.1191
0.6,0.63,0.1302,0.1145
0.6,0.64,0.1208,0.1095
0.6,0.66,0.1110,0.1040
0.6,0.67,0.1010,0.0980
0.7,0.67,0.0908,0.0916
0.7,0.68,0.0803,0.0847
0.7,0.67,0.0696,0.0773
0.8,0.66,0.0586,0.0695
0.8,0.63,0.0473,0.0613
0.8,0.57,0.0358,0.0528
0.9,0.48,0.0241,0.0442
0.9,0.31,0.0121,0.0356
0.9,-0.00,-0.0000,0.0269
