# J, eta_p, CT, CP
0.0,0.00,0.0966,0.0627
0.0,0.05,0.0965,0.0620
0.1,0.10,0.0964,0.0613
0.1,0.15,0.0963,0.0606
0.1,0.20,0.0961,0.0597
0.1,0.25,0.0959,0.0591
0.2,0.30,0.0954,0.0582
0.2,0.35,0.0948,0.0573
0.2,0.41,0.0938,0.0563
0.3,0.46,0.0926,0.0553
0.3,0.51,0.0908,0.0543
0.3,0.55,0.0886,0.0534
0.4,0.59,0.0860,0.0525
0.4,0.63,0.0828,0.0514
0.4,0.67,0.0793,0.0501
0.4,0.70,0.0754,0.0486
0.5,0.73,0.0710,0.0469
0.5,0.75,0.0663,0.0451
0.5,0.77,0.0615,0.0431
0.6,0.79,0.0566,0.0409
0.6,0.81,0.0515,0.0383
0.6,0.82,0.0462,0.0355
0.7,0.83,0.0409,0.0326
0.7,0.84,0.0355,0.0293
0.7,0.84,0.0298,0.0257
0.7,0.83,0.0241,0.0218
0.8,0.81,0.0181,0.0177
0.8,0.75,0.0123,0.0134
0.8,0.62,0.0062,0.0087
0.9,0.00,0.0000,0.0049
