# J, eta_p, CT, CP
0.0,0.00,0.1346,0.0762
0.0,0.06,0.1345,0.0772
0.1,0.12,0.1342,0.0781
0.1,0.18,0.1339,0.0791
0.1,0.24,0.1334,0.0802
0.2,0.29,0.1329,0.0811
0.2,0.35,0.1323,0.0822
0.2,0.40,0.1311,0.0829
0.3,0.44,0.1296,0.0836
0.3,0.49,0.1277,0.0839
0.4,0.53,0.1252,0.0840
0.4,0.57,0.1219,0.0836
0.4,0.61,0.1175,0.0826
0.5,0.64,0.1121,0.0810
0.5,0.67,0.1063,0.0792
0.5,0.69,0.1003,0.0771
0.6,0.72,0.0941,0.0748
0.6,0.74,0.0879,0.0723
0.6,0.75,0.0813,0.0692
0.7,0.77,0.0747,0.0659
0.7,0.78,0.0680,0.0623
0.7,0.79,0.0611,0.0581
0.8,0.79,0.0537,0.0530
0.8,0.79,0.0464,0.0478
0.9,0.79,0.0389,0.0421
0.9,0.77,0.0314,0.0363
0.9,0.72,0.0237,0.0304
1.0,0.62,0.0159,0.0246
1.0,0.42,0.0079,0.0191
1.0,0.00,0.0000,0.0140
