# J, eta_p, CT, CP
0.0,0.00,0.0862,0.1113
0.0,0.05,0.0865,0.1095
0.1,0.09,0.0868,0.1080
0.1,0.14,0.0871,0.1062
0.2,0.18,0.0874,0.1061
0.2,0.22,0.0877,0.1050
0.2,0.26,0.0878,0.1017
0.3,0.31,0.0873,0.0989
0.3,0.35,0.0879,0.0967
0.4,0.39,0.0879,0.0959
0.4,0.43,0.0876,0.0922
0.5,0.48,0.0874,0.0902
0.5,0.52,0.0869,0.0870
0.5,0.56,0.0864,0.0855
0.6,0.61,0.0855,0.0840
0.6,0.66,0.0841,0.0808
0.7,0.70,0.0822,0.0782
0.7,0.75,0.0794,0.0752
0.7,0.79,0.0752,0.0712
0.8,0.82,0.0701,0.0681
0.8,0.84,0.0643,0.0643
0.9,0.85,0.0580,0.0599
0.9,0.86,0.0518,0.0552
0.9,0.87,0.0452,0.0500
1.0,0.87,0.0383,0.0441
1.0,0.87,0.0308,0.0372
1.1,0.86,0.0232,0.0298
1.1,0.81,0.0153,0.0217
1.2,0.69,0.0082,0.0145
1.2,0.00,0.0000,0.0066
