# J, eta_p, CT, CP
0.0,0.00,0.1318,0.0740
0.0,0.06,0.1314,0.0743
0.1,0.11,0.1309,0.0747
0.1,0.16,0.1302,0.0749
0.1,0.22,0.1293,0.0751
0.2,0.27,0.1283,0.0752
0.2,0.31,0.1270,0.0752
0.2,0.36,0.1254,0.0751
0.2,0.41,0.1235,0.0748
0.3,0.45,0.1212,0.0743
0.3,0.49,0.1184,0.0735
0.3,0.53,0.1151,0.0724
0.4,0.57,0.1111,0.0712
0.4,0.60,0.1065,0.0697
0.4,0.63,0.1011,0.0678
0.4,0.66,0.0953,0.0657
0.5,0.68,0.0894,0.0634
0.5,0.70,0.0834,0.0609
0.5,0.72,0.0772,0.0582
0.6,0.73,0.0709,0.0553
0.6,0.75,0.0645,0.0521
0.6,0.75,0.0579,0.0485
0.7,0.76,0.0511,0.0446
0.7,0.76,0.0441,0.0403
0.7,0.75,0.0370,0.0357
0.8,0.73,0.0296,0.0308
0.8,0.68,0.0224,0.0257
0.8,0.60,0.0151,0.0205
0.8,0.43,0.0076,0.0150
0.9,-0.00,-0.0000,0.0095
