# J, eta_p, CT, CP
0.0,0.00,0.1813,0.1183
0.0,0.05,0.1793,0.1150
0.1,0.09,0.1770,0.1116
0.1,0.14,0.1744,0.1083
0.1,0.18,0.1716,0.1050
0.1,0.23,0.1684,0.1018
0.2,0.28,0.1649,0.0986
0.2,0.32,0.1610,0.0954
0.2,0.37,0.1568,0.0925
0.2,0.41,0.1521,0.0897
0.3,0.45,0.1470,0.0874
0.3,0.49,0.1413,0.0848
0.3,0.53,0.1356,0.0826
0.3,0.56,0.1296,0.0800
0.4,0.59,0.1226,0.0776
0.4,0.61,0.1157,0.0751
0.4,0.64,0.1086,0.0723
0.4,0.66,0.1014,0.0694
0.5,0.68,0.0941,0.0662
0.5,0.70,0.0865,0.0627
0.5,0.71,0.0787,0.0589
0.6,0.72,0.0708,0.0549
0.6,0.73,0.0627,0.0505
0.6,0.73,0.0542,0.0458
0.6,0.72,0.0458,0.0410
0.7,0.70,0.0374,0.0360
0.7,0.65,0.0279,0.0302
0.7,0.55,0.0183,0.0243
0.7,0.39,0.0097,0.0190
0.8,-0.01,-0.0001,0.0128
