# J, eta_p, CT, CP
0.0,0.00,0.0826,0.0638
0.0,0.04,0.0826,0.0624
0.1,0.09,0.0824,0.0601
0.1,0.13,0.0823,0.0591
0.1,0.18,0.0821,0.0568
0.1,0.23,0.0818,0.0553
0.2,0.27,0.0815,0.0537
0.2,0.32,0.0810,0.0521
0.2,0.37,0.0803,0.0511
0.2,0.42,0.0794,0.0493
0.3,0.47,0.0783,0.0476
0.3,0.52,0.0767,0.0458
0.3,0.57,0.0748,0.0442
0.4,0.62,0.0723,0.0426
0.4,0.66,0.0689,0.0411
0.4,0.69,0.0652,0.0398
0.4,0.72,0.0614,0.0385
0.5,0.74,0.0574,0.0370
0.5,0.76,0.0533,0.0354
0.5,0.78,0.0491,0.0336
0.6,0.79,0.0448,0.0316
0.6,0.81,0.0402,0.0294
0.6,0.81,0.0356,0.0269
0.6,0.82,0.0308,0.0243
0.7,0.82,0.0260,0.0214
0.7,0.80,0.0210,0.0184
0.7,0.77,0.0159,0.0152
0.8,0.69,0.0107,0.0119
0.8,0.50,0.0054,0.0087
0.8,-0.00,0.0000,0.0055
