# J, eta_p, CT, CP
0.0,0.00,0.1082,0.1160
0.0,0.05,0.1085,0.1142
0.1,0.09,0.1087,0.1124
0.1,0.14,0.1089,0.1105
0.2,0.19,0.1090,0.1085
0.2,0.23,0.1093,0.1081
0.2,0.28,0.1092,0.1044
0.3,0.32,0.1093,0.1037
0.3,0.37,0.1091,0.1015
0.4,0.42,0.1087,0.0980
0.4,0.46,0.1085,0.0984
0.4,0.51,0.1076,0.0948
0.5,0.55,0.1065,0.0931
0.5,0.61,0.1046,0.0899
0.6,0.65,0.1022,0.0874
0.6,0.70,0.0992,0.0851
0.6,0.74,0.0951,0.0816
0.7,0.77,0.0903,0.0790
0.7,0.80,0.0845,0.0756
0.7,0.82,0.0779,0.0717
0.8,0.84,0.0710,0.0674
0.8,0.85,0.0639,0.0626
0.9,0.86,0.0565,0.0573
0.9,0.87,0.0490,0.0514
0.9,0.88,0.0414,0.0451
1.0,0.88,0.0334,0.0380
1.0,0.86,0.0252,0.0304
1.1,0.82,0.0169,0.0225
1.1,0.68,0.0086,0.0144
1.1,-0.00,0.0000,0.0061
