# J, eta_p, CT, CP
0.0,0.00,0.1141,0.1086
0.0,0.05,0.1142,0.1064
0.1,0.09,0.1142,0.1041
0.1,0.14,0.1141,0.1016
0.1,0.18,0.1140,0.0993
0.2,0.23,0.1138,0.0967
0.2,0.28,0.1135,0.0940
0.2,0.32,0.1131,0.0914
0.3,0.37,0.1125,0.0885
0.3,0.42,0.1115,0.0855
0.3,0.47,0.1100,0.0823
0.4,0.53,0.1079,0.0790
0.4,0.58,0.1051,0.0757
0.5,0.63,0.1017,0.0726
0.5,0.67,0.0974,0.0701
0.5,0.71,0.0927,0.0676
0.5,0.74,0.0873,0.0651
0.6,0.77,0.0814,0.0623
0.6,0.79,0.0754,0.0594
0.7,0.81,0.0694,0.0564
0.7,0.82,0.0629,0.0527
0.7,0.84,0.0564,0.0488
0.8,0.85,0.0499,0.0446
0.8,0.85,0.0432,0.0400
0.8,0.86,0.0363,0.0349
0.9,0.86,0.0293,0.0293
0.9,0.84,0.0222,0.0235
0.9,0.81,0.0149,0.0172
1.0,0.69,0.0075,0.0105
1.0,-0.00,-0.0000,0.0036
