# J, eta_p, CT, CP
0.0,0.00,0.1884,0.1677
0.0,0.04,0.1883,0.1637
0.1,0.09,0.1880,0.1594
0.1,0.13,0.1875,0.1551
0.1,0.18,0.1867,0.1504
0.2,0.23,0.1855,0.1453
0.2,0.27,0.1838,0.1401
0.2,0.32,0.1815,0.1347
0.3,0.38,0.1785,0.1294
0.3,0.43,0.1748,0.1242
0.3,0.48,0.1703,0.1195
0.4,0.53,0.1650,0.1153
0.4,0.57,0.1587,0.1113
0.4,0.61,0.1514,0.1074
0.5,0.64,0.1435,0.1037
0.5,0.67,0.1355,0.1002
0.5,0.70,0.1272,0.0965
0.6,0.72,0.1187,0.0924
0.6,0.75,0.1099,0.0879
0.6,0.77,0.1010,0.0831
0.7,0.78,0.0919,0.0777
0.7,0.80,0.0825,0.0719
0.7,0.81,0.0729,0.0656
0.8,0.82,0.0631,0.0587
0.8,0.82,0.0531,0.0514
0.8,0.82,0.0429,0.0436
0.9,0.79,0.0325,0.0355
0.9,0.72,0.0219,0.0271
0.9,0.55,0.0110,0.0188
1.0,-0.00,0.0000,0.0109
