# J, eta_p, CT, CP
0.0,0.00,0.1120,0.0885
0.0,0.05,0.1120,0.0871
0.1,0.10,0.1120,0.0856
0.1,0.15,0.1119,0.0840
0.1,0.20,0.1118,0.0823
0.2,0.24,0.1116,0.0807
0.2,0.29,0.1112,0.0790
0.2,0.34,0.1107,0.0771
0.3,0.40,0.1099,0.0752
0.3,0.45,0.1087,0.0732
0.3,0.50,0.1070,0.0712
0.4,0.55,0.1048,0.0693
0.4,0.60,0.1019,0.0675
0.4,0.64,0.0983,0.0657
0.5,0.68,0.0941,0.0639
0.5,0.71,0.0892,0.0618
0.5,0.74,0.0837,0.0595
0.6,0.77,0.0780,0.0571
0.6,0.79,0.0721,0.0544
0.6,0.81,0.0662,0.0515
0.7,0.82,0.0601,0.0483
0.7,0.83,0.0539,0.0448
0.7,0.85,0.0476,0.0409
0.8,0.85,0.0411,0.0366
0.8,0.86,0.0345,0.0319
0.8,0.85,0.0278,0.0269
0.9,0.83,0.0210,0.0217
0.9,0.77,0.0141,0.0163
0.9,0.62,0.0071,0.0107
1.0,0.00,0.0000,0.0056
