# J, eta_p, CT, CP
0.0,0.00,0.1156,0.0898
0.0,0.05,0.1155,0.0884
0.1,0.10,0.1155,0.0869
0.1,0.14,0.1153,0.0854
0.1,0.19,0.1152,0.0846
0.2,0.24,0.1149,0.0830
0.2,0.29,0.1145,0.0813
0.2,0.34,0.1138,0.0795
0.3,0.39,0.1128,0.0776
0.3,0.44,0.1114,0.0756
0.3,0.49,0.1095,0.0735
0.4,0.54,0.1071,0.0717
0.4,0.58,0.1040,0.0700
0.4,0.62,0.1005,0.0686
0.5,0.66,0.0963,0.0670
0.5,0.69,0.0917,0.0650
0.5,0.72,0.0864,0.0628
0.5,0.74,0.0808,0.0603
0.6,0.76,0.0750,0.0576
0.6,0.78,0.0690,0.0546
0.6,0.80,0.0629,0.0513
0.7,0.81,0.0565,0.0476
0.7,0.82,0.0499,0.0435
0.7,0.83,0.0432,0.0391
0.8,0.83,0.0363,0.0342
0.8,0.83,0.0293,0.0289
0.8,0.81,0.0222,0.0235
0.9,0.76,0.0150,0.0176
0.9,0.64,0.0076,0.0113
0.9,-0.00,0.0000,0.0052
