# J, eta_p, CT, CP
0.0,0.00,0.2065,0.1808
0.1,0.06,0.2064,0.1813
0.1,0.12,0.2061,0.1819
0.1,0.17,0.2057,0.1826
0.2,0.22,0.2052,0.1833
0.2,0.27,0.2044,0.1840
0.3,0.32,0.2035,0.1847
0.3,0.37,0.2022,0.1853
0.4,0.42,0.2007,0.1858
0.4,0.46,0.1987,0.1860
0.5,0.51,0.1962,0.1860
0.5,0.55,0.1931,0.1855
0.6,0.59,0.1892,0.1845
0.6,0.62,0.1845,0.1830
0.7,0.66,0.1787,0.1804
0.7,0.69,0.1715,0.1768
0.8,0.72,0.1627,0.1716
0.8,0.75,0.1518,0.1642
0.9,0.77,0.1408,0.1565
0.9,0.79,0.1295,0.1481
0.9,0.81,0.1180,0.1388
1.0,0.82,0.1061,0.1284
1.0,0.84,0.0938,0.1170
1.1,0.85,0.0813,0.1045
1.1,0.86,0.0684,0.0908
1.2,0.86,0.0552,0.0760
1.2,0.86,0.0417,0.0602
1.3,0.83,0.0280,0.0433
1.3,0.73,0.0141,0.0256
1.4,0.00,0.0000,0.0092
