# J, eta_p, CT, CP
0.0,0.00,0.1127,0.1404
0.0,0.05,0.1130,0.1381
0.1,0.09,0.1133,0.1358
0.1,0.14,0.1136,0.1334
0.2,0.18,0.1139,0.1322
0.2,0.23,0.1140,0.1281
0.3,0.27,0.1142,0.1268
0.3,0.32,0.1141,0.1228
0.3,0.36,0.1141,0.1211
0.4,0.41,0.1137,0.1171
0.4,0.45,0.1133,0.1142
0.5,0.50,0.1128,0.1125
0.5,0.54,0.1119,0.1102
0.6,0.59,0.1107,0.1077
0.6,0.64,0.1087,0.1035
0.6,0.69,0.1058,0.0996
0.7,0.74,0.1019,0.0956
0.7,0.78,0.0965,0.0910
0.8,0.81,0.0897,0.0866
0.8,0.83,0.0826,0.0823
0.9,0.84,0.0753,0.0772
0.9,0.86,0.0676,0.0716
0.9,0.87,0.0599,0.0655
1.0,0.88,0.0519,0.0588
1.0,0.88,0.0435,0.0511
1.1,0.88,0.0353,0.0432
1.1,0.87,0.0269,0.0348
1.2,0.83,0.0179,0.0254
1.2,0.70,0.0086,0.0155
1.2,-0.02,-0.0002,0.0066
