# J, eta_p, CT, CP
0.0,0.00,0.1246,0.0644
0.0,0.05,0.1229,0.0623
0.1,0.10,0.1210,0.0604
0.1,0.15,0.1187,0.0585
0.1,0.21,0.1163,0.0568
0.1,0.25,0.1136,0.0552
0.1,0.30,0.1107,0.0538
0.2,0.35,0.1076,0.0526
0.2,0.40,0.1043,0.0515
0.2,0.44,0.1007,0.0505
0.2,0.48,0.0970,0.0495
0.3,0.51,0.0931,0.0485
0.3,0.55,0.0889,0.0474
0.3,0.58,0.0847,0.0462
0.3,0.61,0.0802,0.0450
0.4,0.63,0.0757,0.0436
0.4,0.66,0.0710,0.0421
0.4,0.68,0.0662,0.0404
0.4,0.70,0.0614,0.0385
0.5,0.71,0.0564,0.0365
0.5,0.73,0.0513,0.0343
0.5,0.74,0.0460,0.0319
0.5,0.75,0.0407,0.0292
0.6,0.75,0.0352,0.0263
0.6,0.74,0.0296,0.0233
0.6,0.73,0.0239,0.0200
0.6,0.69,0.0181,0.0166
0.7,0.62,0.0122,0.0130
0.7,0.46,0.0061,0.0092
0.7,-0.00,0.0000,0.0055
