# J, eta_p, CT, CP
0.0,0.00,0.0995,0.0523
0.0,0.05,0.0987,0.0508
0.1,0.10,0.0977,0.0492
0.1,0.15,0.0965,0.0477
0.1,0.21,0.0951,0.0462
0.1,0.26,0.0934,0.0449
0.1,0.31,0.0915,0.0436
0.2,0.36,0.0894,0.0425
0.2,0.41,0.0870,0.0415
0.2,0.45,0.0844,0.0406
0.2,0.50,0.0816,0.0397
0.3,0.54,0.0786,0.0389
0.3,0.58,0.0754,0.0379
0.3,0.61,0.0719,0.0370
0.3,0.64,0.0683,0.0360
0.4,0.67,0.0644,0.0349
0.4,0.69,0.0604,0.0337
0.4,0.71,0.0563,0.0324
0.4,0.73,0.0521,0.0309
0.5,0.75,0.0478,0.0293
0.5,0.76,0.0435,0.0275
0.5,0.77,0.0390,0.0256
0.5,0.78,0.0345,0.0235
0.6,0.78,0.0298,0.0212
0.6,0.78,0.0251,0.0187
0.6,0.76,0.0202,0.0161
0.6,0.72,0.0153,0.0133
0.7,0.65,0.0103,0.0103
0.7,0.49,0.0052,0.0073
0.7,-0.01,-0.0000,0.0044
