# J, eta_p, CT, CP
0.0,0.00,0.1138,0.0868
0.0,0.05,0.1135,0.0848
0.1,0.10,0.1132,0.0827
0.1,0.14,0.1128,0.0805
0.1,0.19,0.1122,0.0782
0.1,0.24,0.1114,0.0758
0.2,0.29,0.1103,0.0732
0.2,0.34,0.1088,0.0705
0.2,0.39,0.1070,0.0678
0.3,0.44,0.1047,0.0650
0.3,0.49,0.1020,0.0625
0.3,0.54,0.0989,0.0601
0.3,0.58,0.0953,0.0579
0.4,0.62,0.0913,0.0562
0.4,0.66,0.0870,0.0544
0.4,0.69,0.0823,0.0526
0.5,0.71,0.0773,0.0507
0.5,0.74,0.0721,0.0486
0.5,0.76,0.0667,0.0464
0.6,0.77,0.0613,0.0440
0.6,0.79,0.0558,0.0414
0.6,0.80,0.0501,0.0385
0.6,0.81,0.0443,0.0352
0.7,0.81,0.0383,0.0316
0.7,0.81,0.0322,0.0277
0.7,0.81,0.0260,0.0235
0.8,0.78,0.0196,0.0191
0.8,0.73,0.0132,0.0144
0.8,0.59,0.0067,0.0094
0.8,-0.00,-0.0000,0.0044
