# J, eta_p, CT, CP
0.0,0.00,0.0773,0.0552
0.0,0.06,0.0773,0.0552
0.1,0.11,0.0774,0.0552
0.1,0.17,0.0774,0.0552
0.1,0.22,0.0774,0.0550
0.2,0.27,0.0773,0.0548
0.2,0.32,0.0772,0.0546
0.2,0.37,0.0770,0.0544
0.3,0.41,0.0767,0.0542
0.3,0.46,0.0763,0.0541
0.3,0.50,0.0758,0.0538
0.4,0.54,0.0750,0.0535
0.4,0.58,0.0740,0.0530
0.4,0.61,0.0727,0.0525
0.4,0.65,0.0710,0.0517
0.5,0.68,0.0688,0.0507
0.5,0.71,0.0660,0.0491
0.5,0.74,0.0622,0.0469
0.6,0.77,0.0578,0.0443
0.6,0.79,0.0532,0.0418
0.6,0.80,0.0486,0.0393
0.7,0.81,0.0438,0.0367
0.7,0.82,0.0388,0.0338
0.7,0.82,0.0337,0.0307
0.8,0.82,0.0285,0.0271
0.8,0.81,0.0231,0.0232
0.8,0.79,0.0175,0.0188
0.9,0.74,0.0118,0.0142
0.9,0.60,0.0060,0.0092
0.9,-0.00,-0.0000,0.0045
