# J, eta_p, CT, CP
0.0,0.00,0.1024,0.0536
0.0,0.05,0.1014,0.0519
0.1,0.10,0.1002,0.0502
0.1,0.16,0.0989,0.0486
0.1,0.21,0.0973,0.0470
0.1,0.26,0.0954,0.0455
0.1,0.31,0.0933,0.0442
0.2,0.36,0.0910,0.0431
0.2,0.41,0.0885,0.0421
0.2,0.45,0.0857,0.0412
0.2,0.50,0.0828,0.0404
0.3,0.54,0.0796,0.0395
0.3,0.57,0.0763,0.0385
0.3,0.61,0.0728,0.0376
0.3,0.64,0.0690,0.0366
0.4,0.66,0.0651,0.0355
0.4,0.69,0.0611,0.0343
0.4,0.71,0.0569,0.0329
0.4,0.73,0.0527,0.0315
0.5,0.74,0.0484,0.0298
0.5,0.76,0.0439,0.0280
0.5,0.77,0.0394,0.0260
0.5,0.77,0.0348,0.0239
0.6,0.78,0.0301,0.0215
0.6,0.77,0.0253,0.0189
0.6,0.76,0.0204,0.0162
0.6,0.72,0.0154,0.0134
0.7,0.65,0.0103,0.0103
0.7,0.49,0.0052,0.0072
0.7,-0.01,-0.0000,0.0043
