# J, eta_p, CT, CP
0.0,0.00,0.1905,0.1515
0.0,0.04,0.1890,0.1471
0.1,0.09,0.1873,0.1429
0.1,0.13,0.1852,0.1384
0.1,0.18,0.1830,0.1341
0.2,0.22,0.1803,0.1297
0.2,0.27,0.1770,0.1252
0.2,0.32,0.1731,0.1208
0.2,0.36,0.1687,0.1167
0.3,0.41,0.1638,0.1130
0.3,0.45,0.1580,0.1095
0.3,0.49,0.1516,0.1064
0.4,0.52,0.1451,0.1038
0.4,0.56,0.1387,0.1014
0.4,0.58,0.1315,0.0982
0.5,0.61,0.1246,0.0952
0.5,0.64,0.1173,0.0918
0.5,0.66,0.1095,0.0879
0.5,0.68,0.1018,0.0838
0.6,0.70,0.0944,0.0797
0.6,0.72,0.0866,0.0751
0.6,0.73,0.0782,0.0701
0.7,0.74,0.0700,0.0649
0.7,0.74,0.0610,0.0589
0.7,0.74,0.0524,0.0530
0.8,0.72,0.0435,0.0466
0.8,0.68,0.0345,0.0402
0.8,0.59,0.0250,0.0335
0.8,0.41,0.0157,0.0272
0.9,-0.01,0.0061,0.0210
