# J, eta_p, CT, CP
0.0,0.00,0.0954,0.1077
0.1,0.06,0.0957,0.1068
0.1,0.12,0.0961,0.1068
0.1,0.18,0.0963,0.1047
0.2,0.23,0.0967,0.1049
0.2,0.28,0.0969,0.1039
0.3,0.33,0.0973,0.1055
0.3,0.38,0.0972,0.1021
0.4,0.43,0.0972,0.1009
0.4,0.47,0.0974,0.1025
0.5,0.51,0.0978,0.1051
0.5,0.55,0.0976,0.1047
0.6,0.59,0.0972,0.1037
0.6,0.62,0.0968,0.1042
0.7,0.66,0.0958,0.1028
0.7,0.69,0.0942,0.1011
0.8,0.72,0.0924,0.1003
0.8,0.75,0.0898,0.0990
0.8,0.78,0.0862,0.0961
0.9,0.80,0.0817,0.0926
0.9,0.83,0.0757,0.0871
1.0,0.85,0.0682,0.0797
1.0,0.86,0.0602,0.0727
1.1,0.87,0.0520,0.0653
1.1,0.86,0.0435,0.0574
1.2,0.83,0.0347,0.0496
1.2,0.77,0.0264,0.0424
1.3,0.66,0.0174,0.0342
1.3,0.46,0.0093,0.0273
1.4,-0.02,-0.0002,0.0193
