# J, eta_p, CT, CP
0.0,0.00,0.1026,0.0556
0.0,0.05,0.1024,0.0550
0.1,0.11,0.1021,0.0545
0.1,0.16,0.1017,0.0539
0.1,0.22,0.1011,0.0533
0.1,0.27,0.1004,0.0527
0.2,0.32,0.0993,0.0521
0.2,0.37,0.0979,0.0516
0.2,0.42,0.0962,0.0511
0.2,0.47,0.0941,0.0507
0.3,0.51,0.0916,0.0502
0.3,0.55,0.0887,0.0495
0.3,0.59,0.0855,0.0487
0.4,0.62,0.0820,0.0477
0.4,0.66,0.0781,0.0464
0.4,0.69,0.0739,0.0450
0.4,0.71,0.0695,0.0435
0.5,0.74,0.0649,0.0417
0.5,0.76,0.0601,0.0398
0.5,0.78,0.0552,0.0376
0.6,0.79,0.0502,0.0352
0.6,0.81,0.0451,0.0327
0.6,0.82,0.0399,0.0299
0.6,0.82,0.0346,0.0269
0.7,0.82,0.0290,0.0236
0.7,0.81,0.0231,0.0199
0.7,0.79,0.0178,0.0165
0.7,0.73,0.0120,0.0125
0.8,0.59,0.0061,0.0083
0.8,-0.00,0.0000,0.0049
