# J, eta_p, CT, CP
0.0,0.00,0.1069,0.1037
0.0,0.05,0.1070,0.1017
0.1,0.09,0.1071,0.0998
0.1,0.14,0.1071,0.0977
0.1,0.18,0.1071,0.0956
0.2,0.23,0.1070,0.0934
0.2,0.27,0.1068,0.0912
0.2,0.32,0.1066,0.0890
0.3,0.37,0.1061,0.0866
0.3,0.41,0.1055,0.0845
0.3,0.46,0.1045,0.0818
0.4,0.51,0.1030,0.0790
0.4,0.56,0.1010,0.0760
0.4,0.61,0.0983,0.0732
0.5,0.66,0.0951,0.0705
0.5,0.70,0.0911,0.0680
0.5,0.73,0.0865,0.0654
0.6,0.76,0.0812,0.0626
0.6,0.79,0.0752,0.0593
0.6,0.80,0.0693,0.0565
0.7,0.82,0.0631,0.0531
0.7,0.83,0.0567,0.0493
0.8,0.84,0.0500,0.0451
0.8,0.85,0.0434,0.0405
0.8,0.85,0.0365,0.0354
0.9,0.85,0.0294,0.0298
0.9,0.83,0.0222,0.0240
0.9,0.79,0.0150,0.0179
1.0,0.67,0.0076,0.0112
1.0,-0.01,-0.0001,0.0043
