# J, eta_p, CT, CP
0.0,0.00,0.1247,0.1014
0.0,0.05,0.1247,0.1003
0.1,0.10,0.1248,0.0991
0.1,0.15,0.1248,0.0979
0.1,0.20,0.1247,0.0967
0.2,0.25,0.1245,0.0946
0.2,0.30,0.1243,0.0942
0.2,0.35,0.1239,0.0923
0.3,0.40,0.1233,0.0902
0.3,0.44,0.1225,0.0902
0.4,0.49,0.1213,0.0888
0.4,0.54,0.1195,0.0873
0.4,0.59,0.1171,0.0853
0.5,0.63,0.1142,0.0844
0.5,0.67,0.1103,0.0827
0.5,0.70,0.1054,0.0806
0.6,0.73,0.0996,0.0780
0.6,0.76,0.0930,0.0748
0.6,0.78,0.0863,0.0712
0.7,0.80,0.0796,0.0677
0.7,0.81,0.0725,0.0637
0.7,0.83,0.0650,0.0586
0.8,0.84,0.0574,0.0533
0.8,0.85,0.0496,0.0476
0.9,0.86,0.0418,0.0416
0.9,0.86,0.0336,0.0350
0.9,0.84,0.0257,0.0285
1.0,0.79,0.0177,0.0218
1.0,0.65,0.0089,0.0141
1.0,0.00,0.0001,0.0070
