# J, eta_p, CT, CP
0.0,0.00,0.1165,0.1174
0.0,0.05,0.1167,0.1160
0.1,0.10,0.1169,0.1144
0.1,0.15,0.1170,0.1127
0.2,0.19,0.1171,0.1110
0.2,0.24,0.1172,0.1093
0.2,0.29,0.1172,0.1075
0.3,0.34,0.1171,0.1050
0.3,0.38,0.1171,0.1040
0.4,0.43,0.1168,0.1024
0.4,0.48,0.1164,0.1000
0.4,0.52,0.1158,0.0992
0.5,0.57,0.1148,0.0974
0.5,0.62,0.1131,0.0952
0.6,0.67,0.1106,0.0927
0.6,0.71,0.1072,0.0903
0.6,0.75,0.1019,0.0868
0.7,0.78,0.0953,0.0833
0.7,0.80,0.0883,0.0793
0.8,0.82,0.0811,0.0750
0.8,0.84,0.0738,0.0704
0.8,0.85,0.0662,0.0651
0.9,0.86,0.0585,0.0593
0.9,0.87,0.0505,0.0530
1.0,0.88,0.0425,0.0463
1.0,0.87,0.0342,0.0392
1.0,0.85,0.0260,0.0317
1.1,0.78,0.0175,0.0242
1.1,0.59,0.0088,0.0166
1.2,0.03,-0.0000,0.0092
