# J, eta_p, CT, CP
0.0,0.00,0.0768,0.0244
0.0,0.05,0.0750,0.0242
0.0,0.09,0.0730,0.0240
0.0,0.14,0.0711,0.0237
0.1,0.18,0.0691,0.0235
0.1,0.22,0.0670,0.0232
0.1,0.26,0.0649,0.0229
0.1,0.30,0.0627,0.0225
0.1,0.33,0.0605,0.0222
0.1,0.36,0.0582,0.0218
0.1,0.40,0.0559,0.0214
0.2,0.43,0.0535,0.0209
0.2,0.45,0.0511,0.0205
0.2,0.48,0.0486,0.0200
0.2,0.50,0.0460,0.0194
0.2,0.52,0.0434,0.0188
0.2,0.54,0.0407,0.0182
0.2,0.56,0.0380,0.0176
0.3,0.57,0.0351,0.0169
0.3,0.58,0.0322,0.0162
0.3,0.58,0.0293,0.0154
0.3,0.58,0.0263,0.0146
0.3,0.57,0.0233,0.0137
0.3,0.55,0.0201,0.0129
0.4,0.52,0.0169,0.0120
0.4,0.48,0.0137,0.0110
0.4,0.41,0.0103,0.0100
0.4,0.32,0.0069,0.0090
0.4,0.19,0.0035,0.0080
0.4,-0.00,0.0000,0.0070
