# J, eta_p, CT, CP
0.0,0.00,0.0953,0.0524
0.0,0.05,0.0950,0.0516
0.1,0.10,0.0946,0.0507
0.1,0.15,0.0941,0.0498
0.1,0.21,0.0934,0.0484
0.1,0.26,0.0924,0.0475
0.2,0.31,0.0913,0.0467
0.2,0.36,0.0899,0.0459
0.2,0.41,0.0882,0.0457
0.2,0.46,0.0862,0.0451
0.3,0.50,0.0839,0.0444
0.3,0.54,0.0813,0.0437
0.3,0.58,0.0784,0.0429
0.3,0.61,0.0752,0.0420
0.4,0.65,0.0718,0.0411
0.4,0.68,0.0681,0.0399
0.4,0.70,0.0640,0.0385
0.4,0.72,0.0597,0.0368
0.5,0.75,0.0551,0.0350
0.5,0.76,0.0506,0.0331
0.5,0.78,0.0460,0.0311
0.5,0.79,0.0413,0.0289
0.6,0.80,0.0365,0.0265
0.6,0.80,0.0316,0.0239
0.6,0.80,0.0266,0.0210
0.7,0.79,0.0214,0.0180
0.7,0.76,0.0162,0.0148
0.7,0.69,0.0109,0.0114
0.7,0.54,0.0055,0.0078
0.8,-0.00,-0.0000,0.0048
