# J, eta_p, CT, CP
0.0,0.00,0.1239,0.0741
0.0,0.05,0.1230,0.0719
0.1,0.10,0.1218,0.0696
0.1,0.15,0.1205,0.0675
0.1,0.20,0.1189,0.0653
0.1,0.25,0.1172,0.0631
0.2,0.30,0.1150,0.0610
0.2,0.35,0.1127,0.0590
0.2,0.40,0.1098,0.0571
0.2,0.45,0.1065,0.0553
0.3,0.49,0.1028,0.0538
0.3,0.53,0.0988,0.0526
0.3,0.57,0.0945,0.0514
0.3,0.60,0.0900,0.0501
0.4,0.63,0.0853,0.0487
0.4,0.66,0.0806,0.0473
0.4,0.68,0.0757,0.0457
0.4,0.70,0.0706,0.0439
0.5,0.72,0.0655,0.0419
0.5,0.74,0.0601,0.0397
0.5,0.75,0.0546,0.0373
0.5,0.76,0.0491,0.0348
0.6,0.77,0.0433,0.0319
0.6,0.77,0.0375,0.0289
0.6,0.76,0.0315,0.0257
0.6,0.74,0.0255,0.0223
0.7,0.69,0.0193,0.0188
0.7,0.60,0.0128,0.0152
0.7,0.41,0.0065,0.0116
0.7,-0.00,-0.0001,0.0084
