# J, eta_p, CT, CP
0.0,0.00,0.0939,0.0650
0.0,0.05,0.0939,0.0641
0.1,0.10,0.0939,0.0633
0.1,0.15,0.0938,0.0623
0.1,0.20,0.0937,0.0613
0.1,0.25,0.0935,0.0603
0.2,0.30,0.0933,0.0593
0.2,0.35,0.0929,0.0582
0.2,0.41,0.0923,0.0570
0.3,0.46,0.0913,0.0558
0.3,0.51,0.0899,0.0545
0.3,0.56,0.0880,0.0533
0.4,0.61,0.0854,0.0522
0.4,0.65,0.0823,0.0511
0.4,0.68,0.0788,0.0499
0.5,0.71,0.0748,0.0484
0.5,0.74,0.0703,0.0467
0.5,0.76,0.0656,0.0448
0.5,0.78,0.0608,0.0428
0.6,0.80,0.0559,0.0407
0.6,0.82,0.0508,0.0382
0.6,0.83,0.0456,0.0354
0.7,0.84,0.0402,0.0324
0.7,0.84,0.0348,0.0291
0.7,0.85,0.0293,0.0256
0.8,0.84,0.0237,0.0217
0.8,0.82,0.0179,0.0175
0.8,0.77,0.0120,0.0131
0.9,0.63,0.0060,0.0085
0.9,-0.01,-0.0000,0.0050
