# J, eta_p, CT, CP
0.0,0.00,0.1347,0.0838
0.0,0.07,0.1349,0.0856
0.1,0.13,0.1351,0.0875
0.1,0.19,0.1353,0.0895
0.2,0.25,0.1354,0.0916
0.2,0.31,0.1355,0.0938
0.2,0.36,0.1355,0.0960
0.3,0.41,0.1353,0.0982
0.3,0.46,0.1350,0.1004
0.4,0.50,0.1345,0.1026
0.4,0.54,0.1337,0.1046
0.5,0.58,0.1326,0.1065
0.5,0.62,0.1311,0.1080
0.6,0.65,0.1290,0.1091
0.6,0.68,0.1263,0.1096
0.6,0.71,0.1224,0.1091
0.7,0.74,0.1165,0.1067
0.7,0.76,0.1086,0.1024
0.8,0.78,0.1007,0.0979
0.8,0.80,0.0926,0.0930
0.8,0.82,0.0842,0.0875
0.9,0.83,0.0757,0.0814
0.9,0.84,0.0669,0.0744
1.0,0.85,0.0581,0.0669
1.0,0.85,0.0489,0.0584
1.1,0.85,0.0395,0.0491
1.1,0.84,0.0298,0.0391
1.1,0.81,0.0200,0.0283
1.2,0.71,0.0101,0.0168
1.2,0.00,0.0000,0.0065
