# J, eta_p, CT, CP
0.0,0.00,0.1204,0.0470
0.0,0.05,0.1177,0.0467
0.0,0.11,0.1149,0.0464
0.1,0.16,0.1120,0.0460
0.1,0.20,0.1090,0.0457
0.1,0.25,0.1059,0.0452
0.1,0.29,0.1027,0.0447
0.1,0.34,0.0994,0.0442
0.2,0.38,0.0959,0.0436
0.2,0.41,0.0923,0.0429
0.2,0.45,0.0887,0.0422
0.2,0.48,0.0850,0.0414
0.3,0.52,0.0812,0.0404
0.3,0.55,0.0773,0.0395
0.3,0.57,0.0731,0.0383
0.3,0.60,0.0690,0.0371
0.3,0.62,0.0646,0.0358
0.4,0.64,0.0604,0.0345
0.4,0.66,0.0558,0.0329
0.4,0.67,0.0513,0.0314
0.4,0.68,0.0467,0.0296
0.4,0.68,0.0419,0.0278
0.5,0.68,0.0374,0.0261
0.5,0.66,0.0321,0.0242
0.5,0.64,0.0273,0.0221
0.5,0.58,0.0218,0.0202
0.6,0.51,0.0167,0.0183
0.6,0.39,0.0112,0.0179
0.6,0.25,0.0059,0.0146
0.6,-0.00,-0.0001,0.0121
